,Tn,MT,chunk,display_trial_feedback,feedback_dur,feedback_type,hand,is_error,item_dur,iti_dur,number_correct,phase,phase_type,points,recall_dir,response,response_time,run_number,seq_length,seq_str,trial_dur,P1,P2,P3,P4,P5,P6,IPI_0,IPI_1,IPI_2,IPI_3,IPI_4,IPI_5
83,19,6.663855,3,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['2', '3', '1', '1', '3', '2']","[112.4695522999973, 113.34174840000924, 113.52537879999727, 116.8774553000112, 119.0133746000065, 119.1334072999889]",3,6,# # # # # #,None,112.4695522999973,113.34174840000924,113.52537879999727,116.8774553000112,119.0133746000065,119.1334072999889,1.1074698999873362,0.8721961000119336,0.18363039998803288,3.3520765000139363,2.135919299995294,0.12003269998240285
84,20,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,1 4 1 4 2 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
85,21,1.3840661,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['1', '4', '1', '4', '2', '1']","[127.71751190000214, 127.99745500000427, 128.2855683999951, 128.46144159999676, 129.00536449998617, 129.1015780000016]",3,6,# # # # # #,None,127.71751190000214,127.99745500000427,128.2855683999951,128.46144159999676,129.00536449998617,129.1015780000016,2.0841046000132337,0.27994310000212863,0.2881133999908343,0.17587320000166073,0.5439228999894112,0.0962135000154376
86,22,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,1 3 2 1 1 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
87,23,1.2239611,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['1', '3', '2', '1', '1', '3']","[137.69346320000477, 137.94148209999548, 138.36542379998718, 138.48549379999167, 138.8214372000075, 138.91742429998703]",3,6,# # # # # #,None,137.69346320000477,137.94148209999548,138.36542379998718,138.48549379999167,138.8214372000075,138.91742429998703,2.091885200003162,0.24801889999071136,0.42394169999170117,0.12007000000448897,0.3359434000158217,0.09598709997953847
88,0,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],4,6,4 4 1 3 2 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
89,1,2.0639794,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '4', '1', '3', '2', '2']","[7.164542599988636, 7.396504400006961, 7.756533400010085, 7.908604399999604, 9.02852009999333, 9.228521999990335]",4,6,# # # # # #,None,7.164542599988636,7.396504400006961,7.756533400010085,7.908604399999604,9.02852009999333,9.228521999990335,NaN,0.23196180001832545,0.36002900000312366,0.1520709999895189,1.1199156999937259,0.20000189999700524
90,2,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],4,6,3 2 1 3 4 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
91,3,5.8960581,2,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['3', '4', '3', '1', '2', '3']","[19.140486999996938, 19.34864579999703, 23.364583499991568, 23.469044600002235, 24.98854590000701, 25.0365451000107]",4,6,# # # # # #,None,19.140486999996938,19.34864579999703,23.364583499991568,23.469044600002235,24.98854590000701,25.0365451000107,3.411965000006603,0.20815880000009201,4.015937699994538,0.104461100010667,1.5195013000047766,0.04799920000368729
92,4,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],4,6,2 3 2 3 1 2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
93,5,3.8155353,3,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['2', '1', '3', '2', '3', '2']","[33.37307880001026, 33.49236510001356, 33.68449869999313, 36.80456580000464, 37.01238850000664, 37.18861410001409]",4,6,# # # # # #,None,33.37307880001026,33.49236510001356,33.68449869999313,36.80456580000464,37.01238850000664,37.18861410001409,1.8365336999995634,0.11928630000329576,0.19213359997957014,3.1200671000115108,0.20782270000199787,0.1762256000074558
94,6,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],4,6,4 4 4 2 2 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
95,7,1.5519433,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '4', '4', '2', '2', '1']","[43.652554500004044, 43.86063800001284, 44.06054810000933, 44.92456129999482, 45.10051729998668, 45.2044978000049]",4,6,# # # # # #,None,43.652554500004044,43.86063800001284,44.06054810000933,44.92456129999482,45.10051729998668,45.2044978000049,-0.0360596000100486,0.20808350000879727,0.19991009999648668,0.864013199985493,0.17595599999185652,0.10398050001822412
